Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,pH Value,Soil Condition,Fertilizer Name
30.96,56.48,38.62,32,0,2,8.640195537423283,Moderate,28-28
25.46,55.52,34.53,39,2,3,6.638495713806089,Excellent,28-28
31.13,57.22,49.42,14,0,4,4.319757203260007,Moderate,20-20
25.05,44.34,25.92,9,11,16,10.36424455716665,Good,10-26-26
33.05,50.5,39.37,6,2,14,10.134155375469309,Moderate,Urea
38.39,61.8,54.73,7,23,21,5.604221009400886,Poor,28-28
29.46,60.17,40.6,16,2,9,7.595606171158161,Good,20-20
23.78,50.2,41.1,21,0,20,11.620110534170932,Good,DAP
34.85,58.96,40.06,22,0,28,9.246524721305018,Moderate,17-17-17
34.81,60.62,53.89,15,0,5,10.91767775712546,Poor,14-35-14
29.41,46.25,48.06,7,21,16,9.654413190518252,Good,20-20
34.5,66.51,62.55,13,3,38,5.707256830563433,Poor,20-20
30.78,58.39,37.15,26,1,20,6.664043365454042,Good,10-26-26
35.65,68.27,36.65,15,0,43,11.402677188236702,Moderate,14-35-14
29.0,66.29,61.94,10,0,37,8.175736167079762,Moderate,Urea
23.69,44.73,48.52,18,1,17,8.903235972620825,Good,DAP
29.39,57.26,57.53,12,4,33,4.164381495433521,Moderate,28-28
27.0,52.82,49.08,16,1,7,8.727609706759722,Good,28-28
26.6,45.91,28.97,37,2,2,7.993505875301449,Good,14-35-14
31.57,53.08,43.02,24,0,25,9.150878567312116,Moderate,20-20
30.48,67.9,25.48,11,2,34,7.46301960603896,Good,28-28
27.39,50.86,56.33,11,4,7,9.25234219505804,Moderate,28-28
31.26,68.13,23.88,10,7,33,8.100025551175198,Poor,17-17-17
30.52,70.57,59.93,38,3,2,11.25284412299743,Poor,14-35-14
30.17,67.92,56.37,37,0,0,11.279379006608506,Poor,28-28
30.79,52.36,42.22,3,13,18,6.110276442884573,Good,14-35-14
33.68,51.62,48.57,8,3,37,7.317869694449645,Good,17-17-17
30.1,62.4,52.64,5,10,26,4.1801902127309285,Poor,28-28
38.72,58.9,38.91,8,11,31,10.384875693861058,Moderate,14-35-14
37.78,62.74,38.56,13,0,39,10.036886514828794,Moderate,17-17-17
35.93,77.82,40.02,42,0,1,5.3610063212160135,Poor,DAP
36.65,73.12,32.65,11,0,45,5.829382246340511,Poor,DAP
31.53,62.71,63.53,28,0,16,6.794828454626731,Moderate,20-20
25.47,51.22,21.2,14,0,41,5.552096513973844,Moderate,DAP
21.26,57.97,22.22,25,2,15,6.5004668282721925,Good,20-20
30.89,61.12,43.19,36,4,0,7.251276660206594,Good,17-17-17
28.96,46.48,40.37,38,2,0,4.196211255424731,Good,28-28
31.51,55.1,30.6,20,0,23,5.079821712017071,Moderate,Urea
37.18,67.2,44.25,36,0,1,6.056131638543099,Good,14-35-14
33.11,72.21,25.55,3,2,29,9.507435805919124,Poor,14-35-14
32.28,51.98,66.27,10,7,29,9.842592017367338,Poor,28-28
34.19,57.37,20.0,5,13,21,4.663601727619667,Poor,Urea
35.41,63.84,41.24,8,3,31,9.793129673092992,Moderate,DAP
24.11,45.89,33.2,12,0,41,5.536218430751332,Good,10-26-26
30.14,55.8,53.62,11,0,39,4.387578022999317,Poor,17-17-17
26.12,54.01,24.44,9,0,10,11.428345491392252,Moderate,14-35-14
31.19,49.02,53.05,7,3,33,7.469636266540982,Moderate,10-26-26
32.4,60.04,70.0,16,0,34,6.150752571273896,Moderate,17-17-17
31.7,56.56,58.11,9,5,24,11.925081330533022,Poor,Urea
34.39,56.0,39.22,25,1,20,11.93514782079465,Moderate,17-17-17
25.77,48.22,37.18,22,1,23,7.187005399691102,Excellent,Urea
28.91,54.0,43.35,25,0,19,11.600778162512276,Good,20-20
27.59,46.47,42.99,39,0,4,7.340353518125862,Excellent,20-20
38.75,59.06,26.59,7,0,39,5.767606284345169,Moderate,10-26-26
22.57,45.63,25.22,36,4,0,6.253802323950194,Excellent,20-20
31.88,55.48,48.99,36,0,3,6.358839625938421,Good,14-35-14
22.37,54.2,28.21,16,4,40,10.48758074117626,Good,10-26-26
35.64,58.25,43.11,10,12,13,10.987671842332908,Moderate,17-17-17
37.92,63.52,57.65,11,0,17,11.492424694373346,Poor,20-20
34.96,62.17,32.1,28,4,25,6.194648953292478,Good,28-28
35.87,67.72,56.45,6,4,29,10.775635038535656,Poor,20-20
30.72,58.49,48.86,14,2,29,8.163133496874435,Moderate,28-28
27.1,54.31,64.72,7,1,14,6.979254375162823,Good,14-35-14
31.63,59.3,36.89,13,0,34,6.9362201263178775,Good,Urea
31.94,49.09,33.57,9,10,32,6.807679804149832,Good,Urea
36.29,66.45,28.19,22,0,24,6.338285613039834,Good,DAP
25.13,65.26,63.03,5,6,31,10.33379163320811,Moderate,DAP
33.23,54.63,32.08,9,0,11,11.971963406477412,Moderate,DAP
30.1,76.55,35.94,12,4,38,7.796755752551913,Poor,28-28
33.57,71.2,44.05,13,3,13,11.374503683064033,Poor,17-17-17
25.63,62.5,43.69,21,0,25,4.342427004872131,Good,DAP
37.36,57.89,32.72,9,6,26,8.292994779952881,Moderate,28-28
36.23,62.8,42.68,14,0,31,9.95025953372809,Moderate,Urea
33.26,56.71,62.07,13,0,42,5.105266558607942,Poor,17-17-17
26.65,60.53,40.45,11,0,16,10.8725075668053,Good,10-26-26
27.97,63.97,29.3,10,2,37,11.303305470759014,Good,17-17-17
36.16,66.29,49.05,1,19,19,7.865498263734486,Moderate,10-26-26
32.12,77.29,69.64,15,0,44,4.213160336015721,Poor,Urea
28.77,55.31,61.58,7,0,11,10.313247964755783,Moderate,17-17-17
36.4,55.65,42.68,26,0,14,8.095008287311245,Moderate,14-35-14
31.39,55.54,33.3,13,0,10,4.553368807570222,Moderate,28-28
29.26,52.37,64.7,35,3,4,11.118173875443995,Moderate,10-26-26
31.07,66.31,35.37,36,2,0,5.042017507940033,Moderate,Urea
31.2,67.76,37.33,10,4,32,4.258324723830622,Moderate,20-20
20.79,49.45,31.93,1,20,19,9.226703186643888,Good,14-35-14
35.08,64.76,34.93,10,0,36,9.422837755445013,Moderate,Urea
31.09,53.5,30.38,10,3,37,11.476161261845746,Moderate,28-28
36.48,63.8,37.03,22,0,28,7.393238201282316,Good,17-17-17
27.47,63.37,35.75,11,7,31,8.95034536043887,Good,Urea
29.7,47.21,42.8,16,0,14,4.316669189097446,Good,Urea
34.31,64.07,56.1,41,0,0,10.241349073369385,Poor,28-28
35.48,77.07,59.6,14,15,18,4.3692272020130405,Poor,DAP
35.01,60.31,41.09,5,19,19,4.816767708382554,Moderate,20-20
26.86,64.6,67.51,11,13,19,4.475473613623015,Moderate,14-35-14
37.76,69.09,42.99,41,0,0,8.309981704348665,Moderate,DAP
30.43,52.13,20.0,6,6,28,4.215641547555828,Poor,Urea
36.99,61.66,67.74,2,7,27,9.34105739825901,Poor,Urea
32.06,71.03,52.21,21,3,25,11.161158064103782,Poor,20-20
25.99,48.98,52.04,13,11,27,4.447589166989767,Moderate,20-20
36.61,59.51,61.5,18,4,40,8.584774098240107,Poor,20-20
32.43,61.18,35.98,15,3,44,4.716406041479576,Moderate,14-35-14
32.76,64.72,70.0,6,14,12,7.0633192648974745,Moderate,14-35-14
27.35,57.23,20.0,15,2,38,10.54204960911242,Moderate,Urea
27.35,70.98,53.73,9,8,12,7.942518558136336,Poor,Urea
32.86,69.27,40.03,15,1,13,10.144164334763424,Moderate,14-35-14
39.57,71.95,48.79,42,0,1,4.715134885362916,Poor,10-26-26
31.94,67.97,36.56,8,11,27,6.674010697957565,Good,17-17-17
36.37,55.52,51.42,1,17,16,8.712520353163024,Poor,Urea
29.41,64.67,26.84,41,0,0,4.58331189169019,Good,DAP
23.65,51.65,42.94,40,2,0,11.901286915715191,Good,Urea
27.69,66.82,69.38,5,9,31,5.509547466267088,Moderate,DAP
27.83,53.18,51.26,12,12,33,7.546224973939992,Moderate,17-17-17
34.25,59.46,35.3,5,2,11,8.433705973657723,Moderate,DAP
29.01,58.63,70.0,4,0,6,5.339773056592692,Moderate,20-20
28.44,61.71,20.0,15,1,35,7.613596506626685,Moderate,DAP
35.82,70.09,65.76,26,0,19,7.858153581859047,Poor,DAP
23.74,59.52,37.9,35,0,0,6.590828302455473,Excellent,28-28
26.4,61.18,44.59,37,0,3,4.136544609945558,Good,14-35-14
30.59,51.1,29.61,34,1,4,11.710585444322165,Moderate,Urea
24.26,47.47,41.47,33,0,0,11.511175974335648,Good,14-35-14
37.07,65.57,29.2,15,0,35,4.203747888195351,Moderate,17-17-17
31.17,47.4,35.26,43,2,0,7.779798740944431,Moderate,17-17-17
26.04,57.17,58.73,11,4,5,6.66930028216284,Good,14-35-14
32.02,49.9,34.01,5,3,30,11.799231218180836,Moderate,17-17-17
37.64,71.0,34.45,8,3,9,11.692680598435071,Poor,17-17-17
40.0,51.91,51.48,10,4,37,10.766676812955804,Poor,20-20
40.0,64.82,34.91,9,9,29,5.864181761753152,Moderate,10-26-26
34.52,54.84,20.39,7,0,37,6.770040491006795,Moderate,14-35-14
24.19,52.78,62.25,5,0,13,9.420708785358784,Moderate,10-26-26
28.3,44.16,37.12,45,0,0,11.107015877189266,Good,17-17-17
28.56,50.73,40.11,40,0,0,4.313800815511546,Good,DAP
25.84,48.25,28.97,33,0,0,5.559103512494159,Good,17-17-17
32.82,72.68,67.27,16,2,35,9.24214953842474,Poor,14-35-14
29.11,41.5,57.5,15,9,11,11.255543905509144,Moderate,Urea
40.0,79.27,54.52,11,5,31,10.606795852905474,Poor,DAP
32.51,74.08,30.77,20,4,17,11.482648257694768,Poor,14-35-14
34.34,64.59,64.54,7,11,18,8.756077705151,Poor,Urea
31.72,46.57,33.12,8,4,25,5.227340221645559,Moderate,28-28
26.61,46.44,31.61,41,0,0,7.913731429991643,Good,17-17-17
34.99,61.26,46.53,37,0,0,10.616878294954232,Moderate,Urea
28.46,47.43,43.66,34,0,0,6.220506904196371,Excellent,10-26-26
29.07,61.08,27.49,9,0,9,5.783799361315738,Good,10-26-26
31.91,56.92,56.68,8,4,10,5.795751327473177,Poor,14-35-14
27.05,67.65,49.4,9,1,33,7.652163265919825,Good,Urea
27.35,60.19,38.46,40,1,3,6.138747661709114,Excellent,DAP
30.24,57.27,33.81,35,3,0,7.9793557174063,Moderate,Urea
27.47,50.13,43.95,11,1,10,11.918127969623685,Good,20-20
29.17,56.11,33.33,17,0,24,4.037465615698143,Good,14-35-14
28.47,43.34,70.0,9,2,6,11.653956748992115,Moderate,DAP
26.53,54.66,31.33,15,20,12,5.453663104198232,Good,Urea
25.42,59.82,44.93,13,4,36,4.665633437413016,Good,10-26-26
33.41,51.2,45.61,20,0,18,9.75104087533312,Moderate,17-17-17
30.22,54.1,24.22,4,4,29,9.061690297816224,Poor,14-35-14
24.58,46.1,28.15,41,3,2,8.638421886012253,Good,20-20
24.28,65.84,55.13,12,3,9,7.823681236569755,Moderate,10-26-26
37.55,64.6,43.06,36,1,0,4.167033350435735,Moderate,20-20
24.94,59.33,39.15,18,4,41,9.379827757720012,Good,20-20
31.22,71.21,39.47,25,0,15,5.330827460884886,Poor,28-28
29.92,70.82,61.95,11,0,17,4.621844645300878,Poor,Urea
29.22,57.62,50.47,14,2,40,9.368598893242526,Moderate,28-28
29.23,69.81,40.31,43,2,0,6.965677059443662,Excellent,10-26-26
23.9,45.41,23.75,8,1,11,7.298959517500772,Good,20-20
21.36,44.67,49.8,11,0,11,4.888805187992811,Good,10-26-26
25.73,50.6,20.0,11,9,32,4.32044624457947,Moderate,14-35-14
24.48,49.05,33.85,5,12,29,7.683260892085754,Good,14-35-14
36.65,55.69,61.93,13,17,9,7.563595683722127,Poor,14-35-14
35.8,52.09,38.81,25,0,28,5.46707444349156,Moderate,14-35-14
30.7,65.78,39.17,23,4,17,4.871007164986491,Moderate,Urea
26.47,52.63,37.92,9,12,33,10.089181930867907,Good,28-28
28.61,63.87,29.29,17,3,9,8.353675854484312,Good,DAP
33.19,51.22,31.92,19,2,40,10.806466159708496,Moderate,DAP
34.34,59.1,53.66,8,14,14,10.645035290776605,Poor,DAP
31.92,64.08,56.9,13,11,10,5.161977210903278,Poor,20-20
24.19,48.21,44.34,13,5,24,8.468513265991035,Good,14-35-14
32.55,64.38,28.02,9,12,28,4.921146226866258,Moderate,28-28
30.08,65.89,54.29,17,0,38,9.190601482033768,Poor,28-28
31.67,50.73,39.1,19,2,14,8.728983094762706,Moderate,DAP
30.61,57.26,56.71,14,2,34,7.300476696963153,Moderate,14-35-14
29.32,47.61,44.18,40,0,2,10.862214139451396,Good,28-28
40.0,77.37,53.95,34,0,2,4.059540936943048,Poor,20-20
33.43,54.28,50.93,8,0,32,7.595408990780065,Poor,10-26-26
33.69,65.59,44.33,9,4,31,10.408391424872203,Moderate,14-35-14
22.93,58.97,53.96,6,0,10,11.051690322525396,Moderate,Urea
22.07,43.99,24.58,44,4,0,9.655258449783108,Moderate,Urea
30.94,49.05,21.4,9,17,17,7.576490223944221,Poor,Urea
22.15,48.66,61.0,10,0,8,11.60220986635468,Moderate,20-20
35.01,61.43,53.19,14,3,33,11.353562165952878,Poor,14-35-14
27.47,49.35,52.45,8,12,33,9.89761567688662,Moderate,14-35-14
30.34,71.91,39.7,35,3,0,4.528861475414027,Poor,20-20
26.1,47.87,27.14,10,0,42,10.577145114480492,Good,Urea
37.5,61.09,54.31,6,23,18,7.78304284555814,Poor,17-17-17
31.12,67.16,45.77,19,1,18,5.735682759724256,Moderate,10-26-26
38.12,68.6,34.16,13,1,31,9.443737453047111,Moderate,14-35-14
33.08,69.06,68.37,4,11,25,10.556990983762232,Poor,DAP
37.86,56.43,47.62,35,0,3,5.963145816515646,Moderate,DAP
32.29,49.94,49.05,4,10,37,7.32052193526894,Good,Urea
29.64,66.03,65.05,17,4,40,10.176992931946003,Moderate,14-35-14
31.15,52.04,47.36,11,1,31,5.164159080061524,Moderate,10-26-26
32.31,64.95,55.13,16,0,10,6.053256387456779,Moderate,20-20
31.39,65.28,55.06,20,0,20,11.90938524475362,Poor,17-17-17
31.23,47.26,33.63,16,1,43,7.587527766648616,Moderate,14-35-14
33.15,56.83,29.47,37,0,0,4.746857554322907,Moderate,DAP
28.74,45.6,40.97,22,3,19,7.2660692698110205,Excellent,14-35-14
36.5,63.95,29.3,10,9,31,7.834490797999623,Moderate,20-20
31.25,65.16,61.75,13,1,40,9.863056188912852,Poor,28-28
31.34,65.3,45.94,15,9,12,8.096991428742967,Moderate,14-35-14
39.17,60.87,33.65,17,0,14,9.355154479449446,Moderate,28-28
22.03,55.73,44.87,20,0,17,8.429925364991526,Good,DAP
29.57,61.19,62.88,11,0,11,11.503352465052656,Moderate,14-35-14
37.28,59.54,42.77,41,3,1,6.013967427161537,Good,14-35-14
30.44,73.8,29.62,35,0,0,6.547293330222707,Moderate,20-20
28.69,53.0,41.72,16,0,9,11.884796615289831,Good,14-35-14
27.38,58.03,33.27,7,10,17,8.115880620119519,Good,Urea
32.77,69.64,45.76,8,9,13,10.407019067203366,Moderate,17-17-17
36.41,64.96,59.81,7,10,28,5.8421815497704666,Poor,17-17-17
33.79,66.5,37.64,19,1,28,5.663099442785217,Moderate,14-35-14
30.15,60.11,44.88,17,0,31,5.769159850545517,Moderate,Urea
35.75,72.31,48.51,18,4,21,10.29118437482423,Poor,28-28
32.08,58.58,35.11,41,0,3,11.126163755456226,Moderate,20-20
26.02,63.08,29.67,15,12,16,10.585432557882417,Good,10-26-26
29.95,45.82,45.65,37,2,0,4.027356674689156,Good,Urea
29.26,50.69,34.13,21,0,19,9.48081239232178,Good,14-35-14
28.69,51.59,39.81,5,16,17,8.809261555958148,Good,17-17-17
24.47,41.96,66.66,13,3,6,7.405385987745772,Good,DAP
37.73,63.94,57.35,13,15,9,8.990034694855456,Poor,Urea
32.67,56.69,27.33,43,0,0,8.89565572521918,Moderate,20-20
27.86,60.04,35.19,13,13,20,4.068800981462547,Good,14-35-14
29.87,53.12,36.23,39,0,2,11.920053976584082,Good,20-20
33.95,67.07,62.06,27,0,17,9.65667982320451,Poor,28-28
22.85,48.3,34.63,21,0,19,7.230600839841538,Excellent,17-17-17
28.65,55.95,65.2,5,0,8,4.902698671975085,Moderate,17-17-17
29.16,60.54,23.72,17,18,18,5.152103218895064,Moderate,28-28
40.0,67.52,54.89,7,8,30,7.017307113552362,Moderate,14-35-14
25.43,65.1,28.58,3,12,29,4.934735340773631,Good,28-28
31.04,55.09,20.0,13,0,36,6.097584857988899,Moderate,20-20
39.18,63.25,53.62,9,11,26,9.951445210873752,Poor,28-28
27.84,60.23,45.59,24,0,19,6.709690379875513,Excellent,14-35-14
27.65,53.31,61.72,5,6,31,8.631291898467397,Moderate,Urea
40.0,66.91,30.02,14,4,39,4.22219806707544,Moderate,14-35-14
26.64,56.92,41.8,7,0,46,4.099106146832709,Good,Urea
33.92,70.15,30.72,42,0,2,8.509419289472062,Poor,Urea
30.11,59.1,51.32,39,0,0,9.716994744474608,Poor,14-35-14
27.9,64.75,32.03,10,13,19,7.484120619911177,Excellent,17-17-17
25.22,53.73,30.89,12,0,15,9.770979723750392,Good,28-28
29.14,53.05,39.37,3,14,15,6.391093539450353,Excellent,10-26-26
32.25,57.98,33.41,38,3,0,8.72336729825954,Moderate,17-17-17
25.26,57.8,26.57,15,0,37,11.12338055168516,Good,Urea
30.43,47.52,45.72,21,0,23,5.564304929586178,Moderate,10-26-26
27.7,45.51,25.68,41,4,0,6.752077794146956,Excellent,17-17-17
22.92,45.66,20.23,15,3,8,6.541800060453998,Good,14-35-14
35.68,58.08,28.71,16,0,34,8.863034810115362,Moderate,17-17-17
22.5,42.27,32.46,18,4,17,4.235065631977631,Good,Urea
28.63,54.93,54.17,13,0,18,10.41970659202734,Moderate,10-26-26
33.93,53.66,42.21,10,0,33,5.116931951833333,Moderate,Urea
31.52,60.7,46.13,10,3,31,6.763235078782767,Good,Urea
27.84,69.92,32.53,43,0,0,9.555798328772656,Good,DAP
30.09,63.88,29.57,13,0,40,9.927330148966078,Moderate,17-17-17
30.66,73.88,52.09,41,0,4,6.198905499356279,Poor,28-28
30.75,60.98,45.39,42,0,0,10.751465663981122,Moderate,14-35-14
24.83,53.1,42.24,12,3,25,6.463149723743915,Excellent,17-17-17
29.26,43.57,38.57,3,19,14,9.486603831904311,Good,DAP
33.46,60.05,38.08,10,3,13,8.40668911674086,Moderate,14-35-14
37.04,64.29,36.18,16,0,41,10.817207982192867,Moderate,28-28
38.74,57.13,29.33,10,7,26,4.376205039778801,Moderate,10-26-26
30.89,51.81,22.19,12,0,44,8.403258779785345,Poor,14-35-14
32.42,64.25,35.46,14,0,41,5.877523607468624,Moderate,28-28
24.94,59.04,40.73,19,4,20,8.483833763507583,Good,17-17-17
24.57,56.6,34.73,13,4,37,9.52766289874119,Good,Urea
34.8,58.49,45.25,2,10,32,7.093884525493141,Good,Urea
25.54,65.98,69.67,7,0,37,5.62768472251971,Moderate,10-26-26
33.34,55.85,23.34,11,0,42,6.678456261960407,Moderate,10-26-26
29.55,56.78,47.37,40,0,4,9.80253590369727,Good,17-17-17
27.34,51.79,44.97,21,3,16,10.952171427435571,Good,14-35-14
27.57,60.98,50.89,17,0,34,11.777252447618936,Moderate,Urea
35.14,67.73,25.02,16,2,16,7.421051957771264,Good,17-17-17
33.45,62.3,57.89,26,0,20,9.36470262541365,Poor,DAP
34.73,60.41,49.08,38,0,1,4.652879536185732,Moderate,10-26-26
34.28,68.72,56.54,4,0,15,4.262799102886656,Poor,DAP
30.2,54.14,39.71,10,3,28,7.406364389232826,Good,DAP
38.61,75.37,60.29,39,0,0,9.651552675738404,Poor,20-20
32.47,65.43,40.33,2,9,32,5.7700976910704735,Moderate,20-20
31.28,72.17,31.32,42,0,0,9.627872921699009,Poor,Urea
36.14,63.2,37.97,3,20,21,10.239256479022222,Moderate,Urea
27.09,52.83,49.64,21,0,23,7.440084893108157,Excellent,14-35-14
28.62,51.24,41.5,26,0,15,5.003225316729792,Good,28-28
29.46,59.83,48.05,18,0,28,6.425351042203161,Excellent,10-26-26
35.21,61.64,45.77,37,0,2,7.467014286840262,Good,28-28
35.02,64.12,70.0,26,3,21,11.180284456869964,Poor,28-28
33.34,59.29,44.65,13,6,24,9.36825152090032,Moderate,DAP
33.5,58.47,55.58,13,15,15,11.918967067800716,Poor,Urea
25.03,57.3,62.78,9,2,38,9.022428851768485,Moderate,28-28
32.43,70.44,32.33,24,3,23,7.837888114146907,Poor,28-28
29.68,59.53,42.04,20,0,14,5.142284590628582,Good,20-20
30.83,69.5,31.71,36,4,0,8.716242544288836,Moderate,DAP
29.84,46.49,36.19,36,3,0,7.69262404902859,Good,28-28
31.89,47.95,33.53,38,4,0,7.8391090541766335,Moderate,17-17-17
30.41,53.73,52.34,25,4,22,6.282872330025134,Moderate,14-35-14
29.82,58.39,34.31,31,0,1,11.711180397801549,Good,DAP
29.69,68.57,47.16,13,0,11,10.489879106754174,Good,28-28
31.03,67.49,41.49,11,0,34,5.9046198048783545,Moderate,20-20
30.98,62.94,45.32,17,0,25,9.832314000864358,Moderate,Urea
23.66,48.21,29.87,40,3,0,7.080481939850376,Excellent,28-28
25.86,56.56,25.32,22,1,17,8.01642210264686,Good,DAP
24.37,52.52,35.28,12,8,34,10.260605388118682,Good,10-26-26
35.64,78.63,32.96,16,0,41,8.117293759312346,Poor,DAP
34.27,53.73,40.07,21,0,18,7.778901379744919,Moderate,17-17-17
28.27,53.31,44.56,10,0,11,7.391409635426122,Excellent,20-20
36.59,60.09,43.56,15,0,37,9.07612376214082,Moderate,DAP
21.74,43.12,38.4,9,4,36,9.837446150169884,Good,14-35-14
26.44,66.54,46.85,6,14,9,10.91157327057561,Good,17-17-17
28.84,67.18,30.09,8,0,18,10.38432246118335,Good,20-20
36.0,66.76,66.18,12,0,40,7.711339326011783,Poor,DAP
35.56,58.03,40.89,37,0,1,8.24910199354565,Moderate,14-35-14
35.35,55.95,45.52,15,0,14,8.478151480644687,Moderate,10-26-26
26.74,52.72,36.02,20,0,19,10.545152901887834,Good,Urea
37.23,75.19,30.93,9,0,37,6.910911816799568,Moderate,10-26-26
28.35,64.21,60.8,5,6,30,10.548968812048347,Moderate,20-20
21.54,44.06,29.56,17,0,21,6.499212963973562,Excellent,DAP
33.42,58.66,41.67,10,0,13,7.033731213276572,Good,28-28
32.22,54.87,69.52,13,1,34,5.55654966208717,Poor,DAP
32.39,62.04,43.21,36,0,3,6.261393019085576,Good,14-35-14
27.02,45.11,48.36,33,0,0,4.396827277836598,Good,Urea
24.06,61.27,35.5,7,0,3,10.191799737152678,Good,28-28
21.63,46.14,40.71,13,14,8,5.043378143521761,Good,DAP
23.77,56.55,20.0,8,5,28,4.3541540542728505,Moderate,10-26-26
21.54,46.95,31.7,36,2,0,9.038151070265904,Good,20-20
23.2,50.07,39.24,41,4,0,10.3211418812062,Good,Urea
36.02,60.38,61.57,9,13,26,10.382934682616805,Poor,28-28
34.17,61.19,52.4,19,0,23,6.798740541682576,Moderate,28-28
22.6,55.01,40.3,39,0,0,8.486257842587495,Good,DAP
27.44,57.01,28.59,26,2,16,5.674608742549615,Good,14-35-14
25.8,48.06,42.13,4,11,20,5.251821742527265,Good,14-35-14
39.49,59.18,34.57,11,3,39,7.562337428470425,Moderate,10-26-26
26.64,53.53,43.92,13,11,18,10.460125977919516,Good,14-35-14
32.09,75.71,34.53,13,0,17,5.254613216522157,Poor,14-35-14
25.79,48.09,58.09,39,1,0,6.505309028696609,Good,17-17-17
24.8,52.55,31.96,24,4,15,9.32130274241575,Good,DAP
33.69,70.29,30.14,14,4,36,8.366194052774595,Poor,10-26-26
29.34,50.88,56.44,11,0,38,9.032650297168985,Moderate,17-17-17
37.46,66.33,49.74,11,3,40,10.810988358945634,Moderate,28-28
33.0,70.78,53.38,30,0,2,9.26001109086782,Poor,Urea
25.32,60.92,27.45,8,3,35,5.545895826419549,Good,28-28
30.49,62.68,54.33,11,0,39,5.880106305114143,Poor,28-28
30.32,74.54,28.58,6,0,34,4.453563026466927,Poor,14-35-14
32.0,69.46,51.38,12,0,6,6.180237729661381,Moderate,DAP
30.09,50.47,63.24,12,0,36,6.3275490261037,Moderate,14-35-14
32.55,61.3,70.0,7,14,14,5.585896918234438,Poor,28-28
29.27,44.77,37.58,25,0,22,6.85054681675198,Excellent,DAP
28.93,67.15,49.11,16,0,36,4.479242105667454,Good,28-28
27.16,59.89,53.85,13,0,33,6.839612830691999,Good,DAP
33.73,70.72,33.03,34,4,4,8.350822290480094,Poor,20-20
39.43,54.27,49.34,15,0,41,8.824818424709418,Moderate,17-17-17
26.07,69.48,54.33,6,8,14,6.47536804381783,Good,20-20
32.35,60.72,43.59,17,0,25,8.195780179729915,Moderate,20-20
34.2,76.61,35.31,10,5,32,4.902186176557318,Poor,20-20
34.55,55.64,37.76,37,2,0,11.008749552831231,Moderate,10-26-26
20.22,58.88,39.39,25,0,22,7.7840464051238145,Good,28-28
33.17,52.85,22.87,40,3,1,11.297187135448556,Poor,10-26-26
37.79,67.0,32.71,38,0,0,10.351507619006622,Moderate,DAP
27.98,60.54,46.23,13,3,34,6.126532528831474,Excellent,Urea
27.24,51.2,39.43,10,14,21,11.049303228565297,Good,28-28
34.9,57.7,66.08,34,0,0,5.881435907084396,Poor,17-17-17
31.77,61.86,29.83,7,0,10,10.416299394464543,Moderate,14-35-14
27.38,63.54,38.63,21,0,26,9.036533265167469,Good,10-26-26
30.85,61.14,54.1,34,0,0,8.959107367268103,Poor,14-35-14
34.43,53.83,67.15,12,13,31,6.996269697299482,Moderate,17-17-17
32.02,55.71,67.83,14,6,27,4.910049233597133,Poor,20-20
30.87,48.15,28.62,41,0,3,5.638656212944607,Moderate,20-20
30.34,65.67,31.36,15,19,14,11.433895867150072,Moderate,DAP
39.88,61.95,47.99,7,10,25,4.820382543272468,Moderate,14-35-14
25.91,49.54,54.66,7,18,17,11.657771223519084,Moderate,Urea
26.43,46.63,42.08,8,17,19,10.36556303503217,Good,17-17-17
30.48,65.53,69.54,16,2,40,6.568980321578252,Moderate,10-26-26
36.97,55.81,41.5,35,0,0,5.351110280166172,Moderate,DAP
27.63,60.94,44.64,7,3,39,9.721480571589655,Good,28-28
24.24,45.83,31.62,3,16,11,4.129848375796878,Good,28-28
36.09,59.96,40.07,38,0,4,7.001273875882958,Good,28-28
29.1,73.96,55.31,26,0,19,5.0322400440290505,Poor,DAP
31.11,59.97,37.7,8,18,21,10.97452125122027,Moderate,DAP
22.24,53.86,57.32,9,17,15,4.200609351421551,Moderate,Urea
27.82,55.13,42.05,20,0,23,8.637443972947171,Good,Urea
39.12,70.65,46.22,7,0,42,6.993400423225625,Moderate,20-20
25.31,51.79,51.38,27,0,17,11.523865997291022,Moderate,10-26-26
31.03,60.24,49.2,39,0,1,10.37529524903127,Moderate,28-28
34.83,50.31,46.32,11,0,10,6.403021527070376,Good,20-20
37.71,79.73,38.27,8,0,43,4.957862396486319,Poor,DAP
24.45,67.55,32.45,16,18,13,9.117168354280365,Good,20-20
37.69,72.0,68.84,11,0,37,6.800928051820159,Poor,17-17-17
29.54,53.63,58.72,39,0,0,4.587877798259337,Moderate,10-26-26
29.25,48.93,39.46,35,0,3,6.81091081849658,Excellent,20-20
26.75,59.07,20.0,11,10,9,11.449186007696952,Moderate,20-20
22.76,48.63,20.61,13,2,40,7.44949642044289,Good,10-26-26
24.26,46.73,63.59,14,8,19,9.060895104243809,Moderate,28-28
31.35,50.33,31.43,12,7,32,11.988809278706704,Moderate,28-28
35.06,63.37,43.28,8,12,27,11.1773656419043,Moderate,17-17-17
35.85,66.05,54.54,34,0,0,5.97017142883985,Poor,10-26-26
35.75,63.33,35.33,42,4,0,7.59655878837362,Moderate,28-28
24.06,50.18,49.03,22,0,16,5.997481735242679,Good,20-20
